,Worried,TimeWorried,SocDisBelief,LockBelief,Stockpile,leftHome1Week,numPeople1Week,pubSpace2Weeks,SocDisPrac,NatGovTrust,LocGovTrust,Traveled,FollowNews,Am always worried about something; Rarely worry,Am nervous or tense most of the time; Am relaxed most of the time,Am afraid of many things; Am easily frightened,Get stressed out easily; Remain calm under pressure,Get irritated easily; Get angry easily,Am often down in the dumps; Often feel blue,Have a dark outlook on the future; Tend to feel very hopeless,Blame myself when something goes wrong; Am often troubled by feelings of guilt,Feel that my life lacks direction; Am happy with my life,Have a low opinion of myself; Think highly of myself,Avoid changes; Adapt easily to new situations,Take offence easily; My feelings are easily hurt,Need the approval of others; Need reassurance,Feel isolated from other people; Often feel lonely,Hate to hear about the successes of others; Am happy to see others doing well for themselves,Often feel that others misunderstand me; Feel that people are against me,Worry about what people think of me; Am not embarrassed easily,Enjoy social gatherings; Prefer to be alone,Having good friends is important for me; Have no need for close friendships,Act as a leader; See myself as a good leader,Radiate joy; Smile a lot,Find that nothing excites me; Am often bored,Am usually active and full of energy; Often feel tired,Love dangerous situations; Take risks,Am always joking; Have a great sense of humor,Talk a lot; Talking with others energizes me,Love excitement; Have a lot of fun,Am skilled in handling social situations; Find it difficult to approach others,Dont mind being the center of attention; Like to stand out in a crowd,Experience my emotions intensely; Am not easily affected by my emotions,Am full of ideas; Love to think up new ways of doing things,Am open about my feelings; Have difficulty showing affection,Love to learn new things; Am interested in many things,Dislike routine; Prefer variety to routine,Believe in the importance of art; Do not like poetry,Have a vivid imagination; Love to daydream,Find political discussions interesting; Avoid philosophical discussions,Am interested in science; Like to solve complex problems,Spend time reflecting on things; Often think about my experiences and emotions,Want to be in charge; Would like to have more power than other people,Enjoy cooperating with others; Like being part of a team,Am friendly with most people; Like most people,Believe that others have good intentions; Trust others,Cheat to get ahead; Often tell lies,Am quick to judge others; Accept people as they are,Find it easy to manipulate others; Have a natural talent for influencing people,Take advantage of others; Use others to get what I want,Insist on getting my way; Feel frustrated when I dont get my own way,Care about others; Love to help others,Believe that I am better than others; See myself as an average person,Find it hard to forgive others; Get back at people who insult me,Snap at people; Yell at people,Would like for other people to be afraid of me; Enjoy hurting others,Try to out do others; Like to compete and do everything I can to win,Demand a lot from others; Am hard to satisfy,Am quick to correct others; Believe that I am always right,Love order and regularity; Do things in a logical order,Cant make up my mind; Postpone decisions,Keep things tidy; Leave a mess in my room,Start tasks right away; Find it difficult to get down to work,Work hard; Push myself very hard to succeed,Keep my promises; Break my promises,Dont quit a task before it is finished; Often stop working if it becomes too hard,Act without thinking; Make rash decisions,Continue until everything is perfect; Want every detail taken care of,Buy only the things I need; Spend more money than I should,Am able to stand up for myself; Let others take advantage of me,Am able to control my cravings; Easily resist temptations,Am willing to accept responsibilities; Avoid responsibilities,Can maintain interest in something for a long time; My interests change quickly,Am an extremely loyal person; Switch my loyalties when I feel like it,Am always on time; Hardly ever finish things on time,Am easy to fool; Let myself be influenced by others,Am easily distracted; Often forget things,Learn quickly; Am good at many things,Enjoy flirting; Dont think much about sex,Am a spiritual person; Dont consider myself religious,Wear stylish clothing; Love to look my best,Love luxury; Am mainly interested in money,Believe in the power of fate; Believe that all events can be explained scientifically,Am always busy; Have too many things to do,Rebel against authority; Like to be viewed as proper and conventional,Believe in the importance of tradition; Think good manners are very important,Treat all people equally; Treat all ethnicities and religions equally,Feel thankful for what I have received in life; Have been richly blessed in my life,Am quick to admit making a mistake; Easily apologize when I have been wrong,Dislike talking about myself; Dont like to talk about my achievements,Am good at understanding others feelings; Know how to comfort others,Get suspicious when someone treats me nicely; Often feel that others laugh or talk about me,Dont hesitate to express an unpopular opinion; Tell others what I really think,Am usually a patient person; Hate waiting for anything,Am good at saving money,Cry easily,Like to read,Consider myself good-looking,Support liberal political candidates,Make friends easily,Get deeply immersed in music,Have strong sexual urges
335,6,6,6,5,4,2,3,1,6,4,5,1,6,-0.063614258,0.10969547,-0.452810384,-0.451586225,-0.283997952,0.491705848,-0.238755954,0.649017828,0.615804027,0.566171214,-0.414513517,0.687385979,0.347137106,0.160032356,0.858984223,0.504493231,0.235499858,0.317512842,0.309989152,0.375712393,0.674352991,0.106773488,0.022760298,0.926418946,0.095475293,0.078814472,-0.15547671,1.018144496,1.150267775,0.70983572,0.348387089,0.411728294,-0.284611119,0.747673484,-0.671033212,-0.487281252,-0.019805015,0.558234673,0.002888539,-0.389566502,-0.377783289,-0.790399276,-0.425096747,0.665295968,-0.521737502,0.689831467,0.378124221,-0.075901496,-0.432194006,0.863690291,0.367132425,0.676090411,-0.211994889,-0.098773099,0.164189572,0.514328976,-0.273940868,-0.618346403,-0.444133828,-0.739044858,0.384863222,0.075654373,0.439822677,-0.674594728,-0.832796562,0.337762772,-0.261841134,-0.272837511,0.177159497,0.010727345,-0.078133979,-1.91226084,-0.242474976,-0.701720511,-0.728240804,-0.116282867,1.358663568,-1.155646497,-0.149739737,1.249474709,0.535230927,0.031303882,0.228341979,0.099965879,0.567183014,0.194887578,0.281572597,0.583926314,0.414969499,-0.140253355,0.763830782,5,3,6,4,4,4,1.5,3.5
336,6,5,6,6,5,2,4,1,6,4,4,1,6,0.152738322,-1.297207668,-0.050766617,-1.244477691,-0.849896381,-0.668074114,-0.424447028,-0.391207404,0.406263893,-0.903220119,-0.414513517,0.265566575,-1.584490075,0.357900379,-0.960917663,-0.11347082,-0.319648243,-0.855210649,0.792158665,0.743434059,-0.126876189,0.715409885,-0.182902494,0.374875929,-0.129364566,-0.956644622,-0.153095626,-0.304801374,-1.06432111,-0.753877844,0.849109729,-0.709303429,0.342826482,-0.317225333,-0.347467719,-0.487281252,-0.178481877,0.999381374,0.010665182,-0.956393294,0.546249068,-0.569698509,-0.186829526,-1.152739976,0.190765937,0.689831467,-0.512164646,-1.04787817,-0.127682474,1.268341269,0.169145994,0.459658713,-0.096270662,-0.531567135,2.058464261,-0.264460597,1.00915716,0.613204705,1.35222694,0.449528818,0.843117354,1.12860561,0.001164846,1.312605238,1.371959238,1.077532572,0.83753118,0.590651506,1.17737204,1.398176874,0.288246945,-0.597147203,0.429724801,1.083530373,-0.180475199,0.647939078,0.240897517,-0.687247081,-0.887674625,-0.895466876,-0.697366253,0.135890506,0.504488314,-0.625842278,-0.29604971,0.194887578,0.505124695,-0.782159923,0.414969499,1.679868518,1.384035179,6,4,6,4,3.5,3.5,5.5,5
337,5,4,6,3,3,2,4,1,5,2,2,1,4,1.033746865,0.919436733,-0.041331543,0.570241555,1.227235175,1.248252728,1.279717278,1.361575404,0.825344162,0.811065169,1.530358746,0.875927039,0.596433238,1.073837292,0.71837102,1.153876301,0.836669899,-1.052454356,0.045219372,-1.07849481,-1.084630955,-1.466204501,-0.809366329,0.449752495,0.136055798,-1.074702464,-1.149563399,-0.881802553,0.419850744,0.293720978,-0.59222737,-0.148787568,-1.112339736,0.9280863,0.702460106,-0.487281252,-0.153767,-0.544880568,1.376782522,-0.008820308,1.232001179,1.214384947,0.971908607,1.150877487,0.763611451,-0.34763759,0.157588993,-0.561889833,1.585939584,0.250669662,0.566204082,1.10400763,0.817788391,0.050016862,-0.042638997,0.09901355,-0.793453002,-0.618346403,0.128909241,-0.936580292,-0.302517976,-1.314310867,-0.18430213,-0.678910477,-0.570865841,-1.109306815,-0.739268115,-0.272837511,-0.028555275,-0.20458401,-0.74396515,-0.413986532,-1.15535501,-1.116338245,-1.439327952,-0.116815113,0.081221715,1.075383891,0.223706576,-0.527487863,-0.289063561,0.052221207,-1.242676172,0.089313561,-1.417497176,0.068930745,0.934356783,-0.769897048,1.820744183,0.082164238,-0.892996095,2,6,3.5,1,4,3,5,5
338,5,5,6,6,4,2,2,1,5,6,5,1,5,-0.496319418,-1.064340138,-0.864289225,-1.828908475,-1.029846597,-0.289800674,0.332677752,-0.586620674,-1.37014697,-1.113131195,-0.642568915,-1.354605115,-0.973118307,0.894853064,-1.240530118,0.329924233,0.253908634,-0.073216009,1.009558398,1.104483941,1.10999295,1.27399388,1.690172039,1.731154884,-0.088784061,-0.083270261,1.589532436,-0.107789604,0.589327494,-0.32679515,1.309278489,-0.148787568,1.170555098,-0.497638149,1.412976169,0.205185946,-0.386588496,0.999381374,0.824114272,0.558006484,-1.311511853,-1.011100043,0.051437694,-0.704445496,-0.448355085,0.27939016,-0.291629418,1.371661409,-1.012855286,1.059971619,-0.427526364,-1.261902516,-0.327719115,-0.34414457,-0.257671958,-0.160485441,0.749401093,1.083066293,0.70195231,1.437205987,1.271829914,0.833749432,1.257879945,0.872923356,0.909146072,1.077532572,0.83753118,0.590651506,1.088695312,1.398176874,1.176021839,-0.036668876,0.419756602,0.515289719,0.567465702,-0.499192208,1.678015173,-0.268157151,-1.454562399,0.024480656,1.351836309,-1.17461321,1.200422034,0.569634893,0.825397755,0.558856461,-0.75576341,0.817738791,0.414969499,0.092359519,0.554147496,4,1.5,5.5,4,2,5.5,5.5,4
339,5,6,6,5,4,1,1,1,6,5,5,1,4,1.250099445,0.919436733,0.360712224,0.341305241,-0.44441233,1.075755769,1.088957798,1.235257637,1.388294357,-0.483384165,0.020072015,1.253009158,0.366639481,1.271705315,1.138596678,1.988301375,0.253908634,-0.073752947,1.009558398,0.375712393,-0.52749078,-1.288351903,-0.602650708,-0.161229307,-0.925625658,-0.255846777,-1.147182315,0.075188036,0.776307588,1.337663816,0.869386668,-1.43021809,0.568323672,0.296384109,0.903858525,-1.361019604,1.006400795,0.557240724,1.100448397,0.752672081,1.727954086,0.99368418,0.939310639,-0.256151016,0.976651792,0.484610813,0.369976266,1.133868294,1.005278304,0.851601968,-0.031553502,-1.045470818,1.274817918,-0.7189897,0.131372006,0.981485681,-0.788225566,0.435499015,0.24880935,0.446839959,-0.716459751,-2.40941993,-0.808426938,-0.015071906,0.153878047,-0.337067004,-1.034498688,-0.26922572,-0.117232003,-1.376722184,-0.81618375,-0.219829547,-1.15535501,0.695755612,0.093407604,-0.307338354,0.719942642,0.286513516,0.412669167,0.905707098,-0.689677147,0.461166012,0.018448286,-0.625842278,-0.465675952,-0.89306843,-0.344403429,1.260837995,1.436546893,-0.838091979,0.139695069,3,3.5,6,4,4.5,3.5,4,3.5
340,6,4,6,5,2,3,4,1,6,6,6,1,6,1.033746865,1.111727978,0.362599239,1.322181757,1.060308852,-0.668074114,-0.426981231,0.390445675,-0.972956771,-0.098558695,-0.457564044,0.454107635,0.806724619,-0.037835666,0.228645736,1.349391311,0.244704246,0.51207186,-0.484320187,1.104483941,0.500314722,1.096141282,1.273582311,0.926418946,-0.354204425,0.26188277,1.093679633,0.642833129,-0.322235183,1.129606445,0.828832789,0.959024245,-0.033907755,0.909993552,1.243270287,0.642055122,-1.229402565,0.117584946,-0.545891389,-0.177730907,-0.625759742,0.25185585,-0.641631988,-0.019574764,0.616846618,0.07038091,0.582363539,0.16189162,-1.289005035,-0.338174322,-0.229539933,1.536871026,-0.211994889,-0.7189897,-0.018025822,0.514328976,-0.533696935,-0.008929194,-1.299645663,-0.145766342,-0.28774719,0.581051079,-0.606028992,-1.566905739,-0.802272424,-0.16835956,0.102551681,-0.487129606,-0.322946775,0.010727345,0.659915791,-0.974464858,-0.232506777,-0.50783313,0.530611949,-0.881037058,2.157060297,0.15093278,-1.274557546,0.83307289,1.136151305,0.204400297,1.292470813,-0.61518996,0.623725094,0.077856874,0.496188642,0.128564235,-0.399238207,0.547389988,-0.0660569,5,4.5,5.5,4,4,5.5,4.5,3
341,5,5,6,6,4,1,2,1,6,2,4,2,4,0.593242593,0.069119184,0.768417035,0.132844558,0.48138653,0.483385968,0.331833018,0.649017828,0.030963763,0.251297699,-0.022978512,0.476476277,0.806724619,0.32013279,0.648871394,0.092517197,0.041246103,0.121879947,-1.571318853,0.01132662,0.482802038,-0.679715506,0.023813127,1.09045369,-0.39478493,-0.223709371,-0.15547671,-0.304801374,0.425685192,-0.337763102,-0.111781671,-0.335626188,-0.535314484,-0.894649278,-0.177761838,-0.474893441,-0.887333962,-0.103236892,-0.545891389,0.371925886,0.098777202,-0.269271713,-0.879899209,1.375024726,0.616846618,0.689831467,1.505244226,0.16189162,1.033640086,0.44695099,0.169145994,1.320439328,-0.099204352,0.689549764,0.147780789,0.747907329,0.759855965,-0.592913023,1.557464146,0.051769091,0.384863222,-0.26135963,-0.167371161,-0.234912846,-0.30893512,0.57141024,-0.337197244,1.237139584,-0.028555275,-0.635206719,-1.038127474,-0.036668876,-0.703899092,0.114093472,-0.491211755,0.456883592,-0.238138748,0.656293961,0.601631759,0.048692059,0.527541821,-0.162709859,-0.165649271,0.334800386,-0.037834969,-0.171569049,0.92542073,-0.53608457,0.991265435,0.082164238,0.139695069,5,1.5,3.5,4,4.5,3.5,6,5
342,4,4,5,4,3,2,1,1,6,5,5,4,4,-1.601479653,-0.892337037,-0.454697399,-0.848031958,-0.463948167,-1.054667434,-0.805121254,-0.90835171,-0.388116506,-0.728291922,-0.436038781,-0.510966307,1.017016,-0.376920329,0.71837102,-0.53591986,-0.16221204,0.317512842,-0.172180361,0.743434059,0.691865676,-0.286471009,0.023813127,0.479471887,0.585735517,0.779612317,0.593064662,0.070509993,1.325578973,-0.969247183,-0.82231175,0.033644416,-1.689364988,-0.10062702,-1.243535932,-0.948926052,0.431510696,-0.324555705,-1.639562926,0.947337677,-0.854343779,0.472556617,-0.652497978,0.005283262,0.829886959,0.484610813,1.276561043,0.16189162,1.033640086,0.655320641,0.368217651,0.676090411,0.589273628,0.838339725,0.379222533,0.514328976,-0.788225566,0.435499015,-0.811939691,-0.937252507,-0.50210347,-0.219201805,-1.027755853,-0.454753787,-1.788947033,-0.369537015,0.579978662,-0.703227597,0.177159497,-0.515476765,-1.182564675,-0.197836921,-0.011762918,-0.935872352,0.167115111,-0.307604476,-0.39781455,0.520713224,0.412669167,0.465093877,0.527541821,0.073138532,-0.55964052,-0.156173265,0.567183014,-0.171569049,-1.184995499,-1.015972401,0.222870854,-0.362670949,-0.686261296,3,2,4,4,5,3,2,4
343,5,5,6,6,5,1,1,1,6,5,5,6,4,-1.168774492,-0.91262518,-1.268220007,-0.243125543,-0.843384436,-1.054667434,-0.995035999,-1.362337132,-1.138716767,-0.693309044,-0.207983383,-0.111515545,-0.073445656,-0.61255594,0.928483849,-0.546392866,-0.143803264,-0.073752947,-0.43695014,0.923959,0.691865676,0.512531086,1.272529482,0.643506631,-0.39478493,-0.697412026,0.342757177,-0.4971351,-0.322235183,-0.341419086,-0.111781671,-0.878515502,0.292414133,-0.317225333,-0.8882779,-0.948926052,-1.229402565,0.999381374,-0.818337193,0.371925886,-0.616063534,-0.048570946,-0.175963537,-0.67958747,0.616846618,0.074169507,-0.969531012,0.16189162,0.120105492,0.28693463,-0.229539933,-0.615080511,-0.556233878,0.463494595,-0.687737879,-0.316301876,-0.273940868,0.232359945,-0.649371034,0.843927471,0.599219502,0.033496548,0.625289653,1.092764297,-1.094727284,0.740117684,0.799853125,-0.056739519,0.588589041,0.257899167,-0.15035258,0.717966435,-0.222538579,-0.909029378,0.330436653,0.074240373,-0.397832269,-0.921446789,0.034743985,-0.319286954,0.327235028,-0.723833755,0.031346354,-0.61518996,0.478594514,-1.378531082,-0.147659491,-0.326797844,-0.353425082,-1.050314292,0.761865124,5,3.5,3.5,4,3,2.5,4.5,4
344,4,4,6,5,3,2,1,1,6,1,4,3,5,-0.063614258,0.10969547,-0.046992587,-0.68052254,-0.27097406,0.689162449,0.709128306,0.390445675,-0.322446299,0.006403744,0.020072015,-0.555703591,-0.283737037,0.696985041,-1.030417289,0.288032208,-0.356465795,-0.268848903,-0.654349874,0.559573226,0.099700132,-0.286471009,0.024865955,1.120173082,0.136055798,-1.10683987,0.094830776,-0.309479417,0.402347401,0.082007623,-0.341866051,0.963430882,0.568323672,0.747673484,-1.259382201,-0.718103652,0.614902436,0.116590997,0.006776861,0.566591483,-0.149199251,0.172129821,-0.414230757,-0.007145751,-0.308697161,0.48839941,-0.520312601,0.420488947,-0.127682474,-0.153981316,-0.427526364,0.245700104,0.129310412,0.444178293,0.801084063,0.540249616,-0.78299813,0.651354774,-1.38498276,0.448856603,0.599219502,-0.514057983,-0.2012331,-0.683226227,-0.570865841,0.370232784,0.799853125,-0.057642467,0.88298054,0.257899167,-0.594240027,0.146491795,0.208980942,-0.31394575,0.330436653,0.457149714,-0.876859675,-0.551666345,0.408190298,-0.871255473,0.519852716,0.634262428,-0.756636145,0.089313561,0.163837692,0.064467681,-0.773635517,0.571663438,0.607068144,0.537194707,0.555130325,4,2.5,4.5,2.5,6,2.5,5.5,4
345,2,4,6,6,4,3,1,1,5,5,5,6,2,-2.049783035,-1.104916424,-0.657606297,-0.660046908,-1.216308758,-1.054667434,-1.373176022,-1.684068168,-0.951066702,-0.098558695,-0.186458119,-1.30986783,-2.063579964,-1.168392419,-0.261079549,-0.752380883,-0.76338208,-0.464481798,-0.172180361,0.379048285,-0.701529049,0.297139187,0.231581577,-0.712772324,0.585735517,-1.042565057,0.340376093,-0.309479417,-0.509215277,-1.808788634,-0.13205861,-1.06976076,0.016504594,-0.515730897,0.903858525,0.192798135,0.505655329,0.116590997,-0.542003068,-0.372396504,0.546249068,0.172129821,-0.197695516,0.204572476,-0.022274404,0.480822217,-0.520312601,-0.107107814,0.148467275,0.459039313,-1.024198722,-1.045470818,-0.556233878,-0.550883437,0.387426925,0.228909345,0.494872462,0.625921394,0.821852419,-0.343301776,-0.058620124,0.328352726,0.001164846,1.312605238,0.153878047,-0.739421915,0.579978662,0.374553515,0.382874269,-0.451755831,0.071591143,0.534805764,1.101924578,0.281137878,0.330436653,0.265828105,-0.39782341,0.052313808,0.601631759,-0.895466876,-0.481681249,1.105959208,-0.55964052,-0.134868627,0.567183014,0.558856461,0.916484677,-1.914433683,-1.18290383,-0.585088542,0.969582752,4,1.5,5,5,4.5,3.5,6,4.5
346,6,5,6,5,4,1,1,1,5,5,5,1,4,-0.287765949,-0.12317206,0.971325934,-0.263601175,0.294924369,0.491705848,0.139384069,0.649017828,-0.366226437,-0.34345265,-0.642568915,0.476476277,0.347137106,-0.056719461,-0.05096672,0.092517197,-0.356465795,-0.46394486,-1.08914934,0.559573226,0.500314722,0.284626086,0.231581577,0.896699553,-0.39478493,-0.083270261,0.345138261,-0.112467647,0.419850744,0.501778349,0.138579649,-0.331219551,0.016504594,1.361282927,-0.548866138,0.411232722,-0.887333962,-0.103236892,0.006776861,0.558006484,-0.377783289,-0.48997248,-0.186829526,-0.218863978,-0.022274404,0.484610813,0.394420131,1.133868294,-0.127682474,-0.362350967,0.367132425,-0.184690204,0.817788391,0.424861991,0.792879672,0.514328976,0.240343831,0.016504186,0.984421077,0.249304525,0.599219502,0.033496548,0.836153084,-0.019387655,0.647215351,0.908825128,-0.117322782,0.374553515,0.294197541,0.257899167,-0.300077703,0.534805764,-0.232506777,-0.106636883,0.05655385,-0.49839384,1.837690975,-0.132576414,0.223706576,0.624871981,0.527541821,-0.74475108,0.517386382,0.099965879,0.365510353,-0.412068843,0.496188642,-0.326797844,0.414969499,0.547389988,-0.0660569,5,4,5,4,4,3.5,5.5,3
347,6,6,6,6,5,2,2,1,6,5,5,1,6,1.474251136,0.939724876,1.1260545,0.737750974,-1.222820704,-1.252124035,-1.563935502,0.636171907,-1.138716767,-0.518380847,0.205076886,-0.910417068,0.787222244,0.536884607,-0.015477925,-0.525446853,1.291238292,-0.206463752,NA,1.104483941,1.074967582,0.500017986,-0.084843921,-1.606666441,0.585735517,1.114273565,-0.651329512,-1.25711392,0.045890557,-1.392673893,0.598748409,-1.434624727,-0.44927632,-0.774015398,-1.026291244,0.411232722,0.590187559,-0.103236892,NA,-0.315897455,1.334369373,NA,1.41584508,-1.014111118,-1.0212006,0.07038091,-0.673785782,-0.163482767,0.120105492,1.280429592,-1.422342036,-1.261902516,-0.978216195,0.502127199,-0.910975231,-0.809379219,0.759855965,-0.821485473,-0.401465279,0.052441306,0.384863222,1.12860561,1.147128129,1.312605238,0.354760491,0.191656618,-1.072176743,-1.134520632,-2.026082135,1.247539321,1.176021839,0.179480735,-0.914674753,-0.300524263,0.806272042,-1.914066912,-0.876859675,-0.551666345,0.219227707,-0.895466876,-0.081067663,-0.293971624,-1.334724951,NA,0.774644224,-0.295038139,-0.358887291,-1.225259127,1.148157165,-1.272731885,-1.103662211,6,2.5,1,NA,6,3.5,NA,1
348,6,5,6,6,1,1,1,1,6,1,1,1,1,1.257898556,1.111727978,1.583826658,0.717275342,-0.077999953,-0.676393994,-0.614361773,0.125936902,0.174833689,0.601154093,1.73688888,0.054656873,0.405644232,0.160032356,-1.240530118,-0.514973847,-0.153007652,-0.66065163,1.009558398,-1.810602249,-0.335939827,1.464359579,-1.643598614,-1.83013997,-0.088784061,-1.646950684,-2.153174424,1.018144496,-0.86567212,1.3413198,-1.53284183,1.337108123,1.170555098,-0.73232921,0.734152644,1.078924298,0.847723933,0.557737698,1.376782522,-1.91255128,0.317665031,-0.048570946,0.527972135,-1.152739976,0.11738352,0.887474927,-1.19006624,0.647879957,-0.984493504,-0.522367327,-0.032096115,-1.045470818,-0.784748642,-1.074518527,1.231149984,0.176775468,-0.273940868,1.489344432,1.35222694,0.051769091,0.200048513,1.12860561,1.240948976,1.760918618,1.63388996,0.642707649,-0.010482484,0.806749497,0.88298054,1.828799584,1.176021839,1.289441075,1.121860975,1.09695186,-0.306942987,-0.499724454,1.678032891,0.052313808,-1.828008712,1.898288839,0.727848614,0.953780117,-2.398853785,0.815121718,0.308968272,1.664664726,-0.970379454,0.817738791,-0.975534143,0.780002862,-0.068022559,6,4.5,6,2,6,4,6,4.5
349,6,5,6,5,4,2,1,1,6,2,2,1,4,0.809595174,1.132016121,1.585713673,1.947563805,-0.257950169,-0.865530714,0.331833018,0.844431098,-0.575766571,-0.518380847,-1.511739979,1.65245992,1.457101138,-0.414687917,1.768935166,0.525439244,-0.976044611,1.488625519,1.009558398,1.472205606,0.900929313,1.286506981,0.649224133,-0.489298795,-0.088784061,1.771044519,0.590683578,1.402811949,1.880684807,1.129606445,1.079194109,1.70197209,0.89464556,-1.147433088,0.209188731,0.436008346,-0.446405847,-0.763217533,0.828002593,0.558006484,-0.377783289,-1.090826072,0.062303683,0.901872221,-0.308697161,1.52207987,0.819194677,0.906477284,-1.012855286,1.464622597,-0.624970183,0.034214582,-0.556233878,-0.34414457,-0.464500527,-0.316301876,-1.567493768,0.841777154,-1.752788624,-0.542181639,1.042702848,0.286194901,0.827687599,0.653082416,-0.077528536,-0.739421915,0.140229736,-1.351521571,0.588589041,-0.698927653,-0.300077703,0.706970121,-0.713867291,0.254294903,0.604319456,0.074240373,0.719933783,-0.872137303,0.966120334,0.83307289,0.743226825,-1.132778561,0.517386382,-0.401660091,0.623725094,1.529781765,-0.979315508,1.494650472,-0.576065811,0.324972394,0.348395527,1.5,5.5,4,4,4.5,5.5,5,3.5
350,6,4,6,5,5,2,1,1,6,5,5,1,6,0.608840816,-0.082595774,0.973212948,1.342657389,1.233747121,-0.676393994,0.331833018,-0.3221119,-0.575766571,-0.168524453,-1.240634054,1.441550218,0.136845725,-0.037835666,0.089646484,0.30897822,0.642416144,0.51207186,-1.306549073,0.559573226,1.10999295,-0.451810506,1.272529482,0.896699553,1.116576245,0.769120534,1.093679633,-0.112467647,1.144433328,0.70983572,1.099471048,0.589753641,1.170555098,0.946179049,-0.114376762,1.091312109,0.68904707,0.558731647,-0.273445586,1.124833275,-0.15889546,0.552282646,1.437577059,0.005283262,1.68915523,1.107849966,1.505244226,0.658282063,-0.708343755,0.655320641,-0.031010889,1.534397937,2.767498103,0.424861991,0.792879672,0.566170255,0.759855965,1.908339261,1.394895488,0.841910827,-0.716459751,-1.019454689,-0.192767615,-0.903067168,-0.047004398,-1.141776826,-0.85230228,-1.565813667,-0.028555275,-0.268304943,-1.626452122,-0.65212877,-1.135418612,-0.728563485,1.352260357,-0.115484499,-0.397805691,1.124693377,0.403711429,0.881495696,0.527541821,0.634262428,0.123395132,-1.597137262,0.163837692,-0.295038139,-0.773635517,0.362376712,0.445511583,-0.160643917,-0.477560839,1,6,5,4,3,2,5,1.5
351,6,5,6,6,3,3,5,1,6,5,5,1,5,-0.287765949,-1.7020783,-0.456584413,-1.599972161,-1.795231079,-1.827854075,-0.994191265,0.390445675,-0.951066702,0.531174533,1.07424795,-1.920228294,-1.642997201,-1.54524467,0.15914611,-0.9583689,0.448162389,1.097896668,0.574758932,0.195187452,-0.318427142,-1.263325702,1.062655376,-0.831649895,1.300835599,0.358294988,0.342757177,0.830488813,-0.152758433,-1.385361925,-0.551673491,0.038051053,-0.510108309,-1.544444217,0.516907956,-0.499669064,0.322263589,0.558731647,0.555556789,0.371925886,-1.311511853,-1.011100043,-0.879899209,0.428719716,-0.022274404,0.47703362,0.361828311,0.16189162,-0.156044257,-0.95119495,-0.227369481,-0.829039121,0.016519875,0.127282069,-1.308223587,1.033326959,1.523441859,1.044916223,-0.521365388,-0.343973991,-0.088161696,-0.219201805,-0.192767615,0.881554855,0.677739489,0.097757919,1.019727588,-0.055836572,0.177159497,-0.603346253,0.954078116,0.52380945,1.111892777,-0.895607891,-1.202298903,-0.498926086,0.240915236,0.619332196,-1.45008353,-0.183720253,-0.481681249,-1.347709626,1.489466437,0.580287212,0.567183014,0.794893191,-0.353339482,-0.585136073,-0.576065811,-0.574893261,1.800453264,2,1,2,4,1,6,5,3.5
352,6,6,6,6,4,5,1,1,6,2,2,1,6,0.384689125,-0.639181364,-1.271994036,-1.808432843,-1.795231079,-0.865530714,-0.803431785,-0.391207404,-0.553876502,-0.903220119,-0.001453249,-1.731687235,-0.244732286,-1.187276214,-1.240530118,-0.319458837,-2.335820896,1.488088581,1.009558398,0.923959,1.284031219,1.096141282,0.441455683,-1.159719382,1.116576245,0.423967503,0.840991064,1.58578959,-0.152758433,-0.746565876,0.368664029,1.337108123,0.89464556,-1.129340339,-0.008055957,-0.025636453,-0.569980236,0.557737698,0.283110985,0.380510886,-1.321208062,-1.090826072,-0.414230757,-0.704445496,-0.881542675,-0.54528105,-1.19006624,0.875270966,-1.289005035,-1.355845929,0.367132425,0.036687671,-0.784748642,1.64597889,-0.472704918,-0.108644163,1.523441859,1.057632913,1.189658282,1.241014982,1.486186194,1.12860561,1.460277891,1.760918618,1.63388996,0.908825128,-0.079644727,0.377262358,0.794303812,1.581627762,1.176021839,1.289441075,1.322668437,1.511569595,0.2935829,0.456883592,-0.557490352,0.335823002,-0.343181197,-1.055244979,0.727848614,-0.917847495,1.095475188,1.060608544,-0.38463821,1.664664726,-0.75576341,0.583926314,-0.353425082,1.012615737,0.345447039,4,1.5,4,4.5,4,6,6,5
